"","SEDM_2P_1","SEDM_2P_2","SEDM_2P_3","SEEM_2P_1","SEEM_2P_2","SEEM_2P_3","SEEM_4P_1","SEEM_4P_2","SEEM_4P_3","PERKi_1","PERKi_2","PERKi_3","T_1","T_2","T_3","P1_dP_redoA_1","P2_dP_redoA_1","P3_dP_redoA_1"
"Slc46a3",128,95,77,1021,938,626,82,90,77,305,233,272,35,27,29,74,62,125
"Slc47a1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Slc47a2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Slc48a1",9522,10010,10831,13791,15547,17016,16203,15438,15592,10566,10550,9553,13708,12497,11359,13892,8978,15953
"Slc48a1.1",0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,0,0,0
"Slc49a4",782,718,799,840,858,1193,1848,1849,1924,715,622,905,1170,932,857,1235,745,1136
"Slc4a1",0,0,0,0,0,0,0,0,0,1015,620,378,0,0,0,376,279,363
"Slc4a10",2,3,0,5,0,0,0,0,0,0,0,6,0,0,0,0,4,0
"Slc4a11",8,0,0,10,15,8,7,3,12,9,0,3,29,9,30,28,0,34
"Slc4a1ap",568,680,566,1115,1094,1211,1378,1457,1312,867,817,817,811,735,769,632,409,675
"Slc4a2",2110,2041,2090,2423,2482,2245,1558,1505,1569,3025,2863,3272,1912,1891,2247,2288,1398,2194
"Slc4a3",0,0,3,10,12,15,17,0,0,11,14,28,0,0,0,41,10,52
"Slc4a4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Slc4a5",6,0,0,8,10,0,7,0,8,12,0,0,0,0,3,0,3,13
"Slc4a7",1085,1151,1038,1868,1758,2023,2994,3166,3454,1281,1379,1219,1282,1010,1292,1806,1138,1789
"Slc4a8",93,130,80,190,242,307,168,150,156,112,114,174,34,40,39,70,37,97
"Slc4a9",0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0
"Slc50a1",1395,1300,1429,1789,2315,2087,1813,1556,1656,1197,1100,1367,2148,2213,1457,2117,1165,2173
"Slc51a",22,25,22,13,4,10,8,10,22,17,12,29,20,23,19,11,5,14
"Slc51b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Slc52a2",569,610,561,1366,1487,1371,1466,1522,1502,961,872,870,851,872,799,999,688,1010
"Slc52a3",61,68,51,142,134,105,88,36,45,90,102,65,91,58,55,75,48,101
"Slc5a1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Slc5a10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Slc5a11",16,15,31,21,28,32,39,55,51,13,21,11,24,0,16,9,0,10
"Slc5a12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Slc5a2",0,2,0,0,1,5,9,18,18,5,7,0,4,0,3,3,2,8
"Slc5a3",80,87,56,257,189,255,342,347,259,102,127,97,120,102,94,93,34,80
"Slc5a4a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Slc5a4b",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"Slc5a5",0,0,0,4,9,7,0,10,11,0,0,3,0,0,4,0,0,0
"Slc5a6",59,73,43,439,342,385,442,477,468,218,205,154,94,102,74,251,166,251
"Slc5a7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Slc5a8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Slc5a9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Slc66a1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,479,356,576
"Slc66a2",1663,1871,2277,1214,1316,1221,1142,1061,989,1287,1321,1434,1874,1553,1681,986,619,1017
"Slc6a1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Slc6a11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
"Slc6a12",347,265,218,138,160,226,287,209,221,850,805,1148,349,330,460,3439,1903,2976
"Slc6a13",434,458,331,508,704,713,522,481,469,383,549,571,383,310,348,973,621,864
"Slc6a14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"Slc6a15",33,18,6,104,93,101,61,58,96,52,22,24,6,0,0,40,11,30
"Slc6a16",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"Slc6a17",0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"Slc6a18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"Slc6a19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,13
"Slc6a19os",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Slc6a2",0,0,0,0,0,0,8,12,0,0,0,0,0,8,3,0,0,0
"Slc6a20a",8,3,0,38,40,11,0,7,0,80,85,49,6,0,0,99,51,48
"Slc6a20a.1",0,0,0,0,4,0,0,0,0,2,21,0,0,0,0,0,0,0
"Slc6a20b",15,0,5,0,5,6,6,0,8,24,0,3,0,0,0,7,4,7
"Slc6a21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Slc6a3",0,0,5,6,0,0,0,0,0,3,0,0,0,0,0,8,10,16
"Slc6a4",59,36,12,104,125,94,21,23,38,136,141,189,10,41,0,256,163,401
"Slc6a5",0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
"Slc6a6",7392,7832,7394,7280,7734,8003,8648,8628,9045,8883,8826,9956,5675,6103,6788,17424,10411,16992
"Slc6a7",0,0,0,0,0,0,0,0,0,0,22,13,0,0,0,11,0,11
"Slc6a7.1",0,0,0,2,0,0,0,0,0,0,17,0,0,0,0,0,0,0
"Slc6a8",39,51,66,220,228,166,73,103,68,101,96,131,122,142,160,663,458,742
"Slc6a9",168,81,35,553,556,429,461,466,551,1111,935,482,185,190,83,869,467,1132
"Slc7a1",1393,1182,956,5517,5475,6545,9254,10018,10735,4626,4707,3185,1501,1252,1099,1663,1195,2272
"Slc7a10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Slc7a11",495,609,593,803,764,1057,4304,4410,5482,1624,1729,2346,1004,907,2394,7997,6029,8732
"Slc7a12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Slc7a13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Slc7a14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Slc7a15",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,0,5
"Slc7a15.1",18,14,4,73,83,53,4,3,4,63,41,33,15,24,9,0,0,0
"Slc7a15.2",30,11,4,99,71,39,3,4,2,33,68,25,11,22,8,0,0,0
"Slc7a2",88,156,143,27,38,60,228,196,259,457,615,703,554,647,1259,3390,3289,4949
"Slc7a3",95,39,26,73,55,98,182,177,230,252,232,232,42,24,20,79,59,92
"Slc7a4",63,35,59,804,694,426,143,148,125,342,277,221,168,163,73,91,68,137
"Slc7a5",1778,1595,1322,8897,8826,10042,13454,14024,15573,8959,7948,5396,1772,1381,981,6043,3433,8022
"Slc7a6",536,506,400,2247,2199,2539,3723,3970,4158,921,1074,916,831,607,413,999,625,1159
"Slc7a6os",587,538,625,1085,1095,1095,1247,1307,1283,799,916,734,823,629,753,647,422,709
"Slc7a7",346,283,238,766,768,519,299,312,323,820,839,875,246,206,267,1096,646,1054
"Slc7a8",1906,2035,1738,2219,2663,2914,3991,3573,3594,1812,1801,2044,2073,2174,1941,14130,7267,16651
"Slc7a9",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Slc8a1",222,234,103,998,818,708,515,528,495,424,676,508,212,259,521,2333,1385,2233
"Slc8a2",8,0,0,45,53,90,8,5,15,4,0,0,0,0,5,0,4,5
"Slc8a3",0,0,0,9,0,0,0,7,0,3,0,0,5,13,3,0,0,0
"Slc8b1",3561,4008,4572,1775,2091,2511,3275,2773,2869,2589,2308,3661,4706,4131,4425,3587,1988,3022
"Slc9a1",5793,5676,5133,6464,8723,6308,4589,4204,4165,6101,5449,4007,4893,4513,3611,4879,2715,5018
"Slc9a2",8,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0
"Slc9a3",0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
"Slc9a3r1",6348,6027,5996,6079,6861,6481,5507,5429,5140,6857,7277,6722,5831,6192,5711,6627,3959,7037
"Slc9a3r2",282,363,355,138,168,179,124,151,153,102,135,132,456,526,357,25,16,35
"Slc9a4",0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,3,0,10
"Slc9a5",364,373,506,286,353,363,540,359,476,137,198,208,459,475,512,307,180,305
"Slc9a6",902,1016,1006,784,679,633,729,659,724,858,715,918,852,697,999,789,505,820
"Slc9a7",92,112,84,162,115,146,39,50,58,123,123,152,29,29,41,98,61,74
"Slc9a8",1588,1490,1713,2412,2613,2467,2417,2180,2390,2396,2223,2156,1978,1708,1590,2286,1241,2454
"Slc9a9",123,62,48,735,679,577,134,163,135,311,223,222,26,19,17,965,463,1169
"Slc9b1",3,0,0,0,0,0,0,0,1,0,0,2,0,0,3,0,5,0
"Slc9b2",0,0,0,0,6,0,11,0,4,6,0,7,2,0,0,0,7,0
"Slc9c1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Slco1a1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Slco1a4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"Slco1a5",0,0,0,0,0,0,0,0,0,7,29,4,0,0,0,0,2,0
"Slco1a6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Slco1a6.1",12,13,5,47,35,21,4,5,2,19,24,13,8,2,5,16,14,17
"Slco1b2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Slco1c1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"Slco2a1",24,34,42,21,8,6,0,0,0,27,19,28,8,19,26,6,3,8
"Slco2b1",14,34,8,30,46,17,72,78,35,50,33,36,41,12,9,45,45,96
"Slco3a1",2201,2244,2132,2255,2483,3274,6001,6016,6203,1592,1548,1774,2225,2127,1825,1210,855,1389
"Slco4a1",4272,4539,5352,1804,2459,2901,3131,2459,2610,1890,1884,2334,6349,5891,3855,1108,800,1362
"Slco4c1",3261,3292,3290,88,114,141,77,48,74,956,678,1205,1572,1785,2232,119,68,122
"Slco5a1",14,14,11,67,47,47,6,6,3,31,23,26,6,7,0,12,9,15
"Slco6b1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Slco6c1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Slco6d1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Slf1",369,390,354,671,610,640,773,885,861,505,379,508,450,390,391,200,125,201
"Slf2",2037,2083,1946,3175,2881,2762,2751,3011,3074,2117,2190,2129,2361,2378,2545,2031,1161,1930
"Slfn1",7,21,3,3,0,0,3,0,0,4,3,4,0,3,4,2335,1253,1880
"Slfn1.1",1703,1810,1519,132,149,131,51,38,66,1237,1264,1375,635,591,1171,0,0,0
"Slfn10.ps",41,24,24,154,195,78,42,89,138,94,121,110,0,0,41,50,28,93
"Slfn14",0,0,0,0,7,3,7,0,6,12,15,0,0,0,0,16,0,12
"Slfn2",9218,10316,10531,1380,1386,1626,1847,2011,1884,6998,6355,10204,6532,6089,9556,7933,5466,7575
"Slfn3",3603,3622,3110,1858,1721,1744,1918,2267,2239,2629,2484,2811,2094,2197,3325,791,462,930
"Slfn4",7639,6945,6577,956,1039,1019,530,470,539,5406,4029,7100,3330,2951,6153,5351,3814,5629
"Slfn5",139,95,85,357,363,280,341,341,402,488,525,806,91,142,235,2460,1727,2454
"Slfn5os",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Slfn8",124,39,24,189,120,87,174,324,466,449,157,146,40,38,41,1474,907,1387
"Slfn8.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,388,216,353
"Slfn9",1374,1191,995,2584,2907,2947,3165,3737,3379,1225,1054,1222,1317,1499,1580,586,356,635
"Slfnl1",0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,0,0
"Slirp",452,388,330,1118,1039,989,1329,1165,977,516,583,530,502,562,309,661,325,532
"Slit1",131,139,129,14,18,12,10,14,10,31,31,37,86,118,108,9,5,14
"Slit2",0,0,0,0,7,3,5,2,0,0,0,3,0,0,0,0,0,3
"Slit3",24,6,3,0,0,3,0,0,0,31,29,27,0,0,5,22,4,34
"Slit3.1",0,0,1,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0
"Slitrk1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Slitrk2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Slitrk3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"Slitrk4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Slitrk5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Slitrk6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Slk",9130,8820,8810,9237,9745,10527,10109,11521,11629,8635,8095,8639,9762,9337,11516,5561,3376,5485
"Slmap",4622,4813,4825,5592,5747,5189,4558,5218,5012,4298,4139,3908,4391,4322,4682,3209,1907,3191
"Slmapos2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sln",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Slpi",4758,6268,6287,6696,7348,10329,14698,13304,13720,3819,3946,5724,9303,7991,7313,15050,9077,13798
"Sltm",1986,1793,1751,3935,3931,4044,3974,4733,4763,3079,2869,2807,1888,1689,1796,2026,1305,2219
"Slu7",1988,2095,1887,2454,2523,2513,2192,2483,2400,2480,2433,2368,1853,1730,2017,2061,1289,2121
"Slurp1",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
"Slurp2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Slx",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Slx1b",376,770,622,381,609,582,517,428,414,460,476,356,718,425,545,679,365,805
"Slx4",1798,1665,1640,2089,2228,1924,1456,1718,1742,2346,2479,2093,1573,1768,1677,1040,657,1206
"Slx4ip",513,455,427,586,660,542,450,553,498,466,442,504,364,369,444,395,297,410
"Slxl1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sly",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Smad1",478,608,562,683,662,781,1090,1052,1046,428,359,478,525,519,592,907,484,882
"Smad2",2570,2644,2498,2042,2172,2158,2217,2515,2411,1906,2035,2202,3121,3091,3378,1871,1169,1980
"Smad3",1720,1827,1789,1637,1636,1190,841,881,923,1272,1188,1107,1135,1126,1384,584,400,746
"Smad4",2690,2772,2880,1939,2352,2148,2201,2233,2284,2360,2269,2451,2284,2223,2686,3006,1813,2955
"Smad5",1008,902,1021,1404,1463,1487,1943,1852,1953,988,1108,954,1335,1129,1089,855,522,1034
"Smad6",122,88,75,99,94,117,110,132,95,234,212,206,219,190,134,713,501,677
"Smad7",1178,1380,1482,1581,1853,1625,721,614,688,1203,1310,996,1139,1279,1019,1221,664,1321
"Smad9",0,0,0,3,0,0,0,5,10,0,0,0,0,3,0,0,0,0
"Smagp",5,76,27,109,137,117,13,218,228,43,4,37,38,28,10,58,53,118
"Smap1",2634,2995,2460,3652,3891,3311,2373,2381,2230,3787,3867,2787,2321,2246,2489,2655,1660,3008
"Smap2",6570,6803,5830,14305,14779,11041,2826,2711,2789,11023,10952,7979,3455,3438,4338,6544,3497,6674
"Smarca1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Smarca2",4888,4334,4345,4161,4426,4507,3090,3015,2985,3837,3688,3929,3868,4264,4206,3244,1554,3081
"Smarca4",9505,8210,7538,14677,16752,17357,15612,17953,16747,12445,12566,9948,9503,10568,9601,6805,3992,8104
"Smarca5",5023,4962,5026,8121,7732,8160,8707,10309,10707,7465,6220,6305,5382,5194,6031,3366,1927,3367
"Smarca5.ps",10,14,19,34,19,16,22,31,21,32,22,13,17,12,19,29,13,19
"Smarcad1",639,676,540,1894,1621,1710,2021,2262,2236,1132,1057,1057,1035,754,867,829,572,873
"Smarcal1",3784,3720,3584,2749,2864,3058,2802,2880,2892,3032,2603,3301,4270,4148,4236,1968,1090,2155
"Smarcb1",1691,1631,1228,3618,3713,3741,3362,3764,3496,3164,3219,2518,1864,1687,1341,1780,1122,2158
"Smarcc1",2867,2354,2524,6744,6658,7393,7915,9167,9264,4819,4667,4052,3442,3519,3214,2488,1465,3176
"Smarcc2",10384,10279,10181,11659,12874,11557,7886,8557,7836,11195,10861,10133,10683,11584,11172,9547,5253,10310
"Smarcd1",1123,937,917,2381,2494,2524,2156,2204,2222,1758,1642,1464,1134,1096,1077,1508,869,1672
"Smarcd2",6838,6881,7257,9398,9951,9016,9016,9056,9001,7838,7711,6968,7969,7885,7523,5856,3432,5924
"Smarcd3",129,138,91,143,565,311,160,149,315,148,85,128,157,92,188,564,99,246
"Smarce1",2808,2814,2418,4354,4952,5426,5120,5827,5834,3575,3422,3518,3171,2984,3057,2695,1511,2721
"Smarce1.ps1",32,33,24,67,48,74,71,56,74,43,43,33,37,38,34,28,19,40
"Smbd1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Smc1a",9393,9413,9399,9099,10121,10427,8906,9667,9798,9626,9025,8859,9300,10276,10357,3517,1859,4259
"Smc1b",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Smc2",9633,9948,10630,7817,7425,6834,6617,7484,7945,8919,7686,7495,8729,8161,10786,1737,975,2317
"Smc2os",5,5,4,4,12,0,0,0,0,0,0,8,5,6,3,10,6,3
"Smc3",5091,4885,4850,7627,7688,8045,6589,7929,7776,6495,5405,5373,5416,4872,5508,2450,1361,3116
"Smc4",16304,17257,18841,10306,10224,10566,10148,11562,11453,13883,12210,13519,16885,16788,20717,3675,1981,4121
"Smc5",3192,3269,3490,3226,3177,2814,2593,2913,2776,2369,2349,2077,3030,2931,3421,1517,863,1649
"Smc6",3625,3715,3786,4384,4028,4180,3839,4198,4314,4455,4246,4395,4011,3969,5288,2461,1390,2561
"Smchd1",5280,4814,4906,7711,7306,7502,7291,8294,8693,6066,5514,4991,5383,5237,6081,2593,1605,3197
"Smco1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Smco2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Smco3",1,4,1,1,1,2,6,1,4,6,6,1,1,1,1,4,3,6
"Smco4",122,116,102,265,258,260,360,393,387,206,197,187,245,189,165,277,187,259
"Smcp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Smcr8",3730,4072,3847,3942,4481,4685,5172,5190,5164,3246,3061,3473,4048,4140,4047,2773,1567,3114
"Smdt1",1576,1690,1648,2215,2033,2114,2469,2427,2293,1612,1518,1642,2012,1620,1857,1731,987,1828
"Smg1",5568,5244,6462,5680,5867,5715,5543,6166,6230,5156,5179,5816,5415,5454,6885,4783,2619,4732
"Smg5",2551,2393,2483,3667,4107,4824,5182,5468,5454,3760,3994,3646,2820,2554,2864,2884,1715,3395
"Smg6",2513,2703,2492,3220,3422,3043,2007,2090,2037,2318,2373,2181,2189,2099,2325,1879,1021,2069
"Smg7",4395,4499,4191,5193,5672,5468,4325,4487,4809,4581,4571,4387,3369,3464,4123,4381,2398,4564
"Smg8",938,1003,880,1441,1490,1870,2025,2309,2251,1393,1180,1295,1495,1430,1265,1233,805,1369
"Smg9",2215,2156,2163,2623,2946,2812,2245,2277,2146,2082,2340,2100,1804,1923,1719,1712,1084,2131
"Smgc",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Smim1",170,131,51,1516,1883,904,33,28,14,1882,1984,915,90,50,14,228,143,342
"Smim10l1",650,601,600,1240,1238,1191,1040,1042,1055,1211,1420,1072,891,804,799,1434,838,1444
"Smim10l1.1",0,5,5,5,3,0,0,10,6,5,36,3,0,0,0,0,0,0
"Smim10l2a",14,16,6,14,16,24,11,0,0,27,27,26,4,12,8,0,3,18
"Smim10l2a.1",0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0
"Smim11",355,321,278,475,568,503,380,486,473,401,375,292,347,300,354,298,275,343
"Smim12",578,606,605,813,865,806,950,855,757,678,834,709,817,736,749,807,492,815
"Smim13",297,292,238,1443,1417,1212,1357,1321,1407,906,766,836,527,449,355,1004,626,1112
"Smim14",4133,4325,4694,1928,2083,2102,2412,1987,2080,2884,2555,3613,4381,3873,4167,4882,2689,4440
"Smim14.1",3,0,3,5,2,2,0,2,0,0,25,4,3,12,4,0,0,0
"Smim14.2",23,60,57,17,29,22,57,50,46,11,3,14,6,28,38,0,0,0
"Smim15",784,827,844,1436,1290,1013,1082,1247,1151,1117,1231,1109,858,770,1040,1426,860,1334
"Smim17",2,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
"Smim18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
"Smim19",415,437,382,649,733,736,487,507,380,582,540,617,743,587,573,653,379,561
"Smim20",368,460,464,670,616,561,589,538,592,522,560,468,503,336,318,552,337,630
"Smim22",0,6,6,0,0,3,0,0,0,3,0,0,0,11,0,1,0,0
"Smim23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Smim24",765,783,783,641,821,503,335,325,276,500,414,460,1133,1045,728,1207,576,1169
"Smim26",73,79,62,171,170,150,222,176,203,81,104,84,133,108,67,105,61,138
"Smim27",33,32,45,63,70,46,46,26,36,47,70,35,57,58,48,137,84,122
"Smim3",2085,2000,2119,2092,2065,1659,1481,1224,1291,1982,2070,2277,1845,1684,1840,3302,1797,3153
"Smim31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Smim34",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Smim38",28,52,48,7,0,3,3,0,0,26,26,14,18,26,33,24,28,17
"Smim4",299,181,278,492,414,416,534,337,359,386,327,334,749,626,460,408,206,380
"Smim40",0,5,0,20,28,0,5,12,5,15,14,13,13,0,8,13,21,17
"Smim40.ps",0,0,0,0,8,0,0,1,0,1,0,1,0,4,0,0,0,0
"Smim41",5,0,0,5,0,0,0,4,9,0,0,3,4,11,11,5,0,2
"Smim43",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Smim5",641,567,501,1806,1703,1235,225,228,184,1207,1044,826,499,389,520,99,110,187
"Smim6",43,65,74,56,79,45,26,20,26,45,48,24,44,21,68,28,10,32
"Smim6.1",216,209,247,64,90,82,45,12,25,126,108,148,226,180,213,0,0,0
"Smim7",1436,1706,1838,1832,1777,1489,1864,1619,1807,1544,1523,1749,1976,1449,1715,1936,1090,1706
"Smim8",353,284,229,512,537,419,287,291,272,385,380,380,235,164,216,375,200,364
"Smim9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Smkr.ps",84,137,165,10,31,24,22,27,16,27,27,26,120,89,75,0,0,0
"Smlr1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Smn1",663,623,650,1594,1599,1990,2105,2375,2465,1039,1103,961,981,991,890,915,507,1001
"Smn1.1",2,6,6,4,4,3,8,3,2,2,2,6,14,14,11,0,0,0
"Smndc1",1974,2210,2140,2489,2553,2963,3031,3235,3736,2353,2483,2374,2235,2045,2100,2340,1389,2289
"Smo",278,199,110,3181,3158,2301,1977,1822,1883,1746,1495,856,309,202,66,527,296,615
"Smoc1",45,55,33,62,93,116,124,120,143,112,160,160,35,49,61,69,49,87
"Smoc2",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,11
"Smok2a",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"Smok2b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Smok3a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Smok3b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Smok3c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Smok4a",0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,0,0
"Smox",1239,1449,1453,869,776,564,323,279,240,2082,2050,1832,822,743,941,3709,2269,3653
"Smox.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402,180,297
"Smpd1",1574,1501,1474,2027,2061,1627,1197,1048,1056,2335,1811,1777,1679,1486,1412,1513,919,1755
"Smpd2",572,583,645,395,392,496,742,703,736,380,349,512,527,597,557,593,371,755
"Smpd3",0,0,0,4,6,0,0,0,9,0,0,0,0,0,0,0,0,6
"Smpd4",1372,1335,1123,4329,4695,4496,4527,4411,4744,3037,2963,2257,1811,1739,1520,1588,928,1768
"Smpd5",794,921,981,93,152,96,122,113,103,496,530,599,605,642,940,1627,1008,1930
"Smpdl3a",3616,4037,3651,1636,2119,1896,1264,1321,1123,3157,3231,3969,2792,2696,3589,11509,6815,10418
"Smpdl3b",211,194,196,737,863,1028,2942,2730,2216,848,1297,1310,466,441,772,6821,4531,6490
"Smpx",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Smr2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Smr3a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sms",994,848,839,2260,2249,2547,3470,3732,3989,1506,1477,1460,1199,1021,1047,1120,614,1189
"Sms.ps",74,48,55,153,149,160,282,255,263,110,130,100,95,70,62,0,0,0
"Sms.ps.1",14,12,14,50,28,28,59,42,60,29,21,11,13,7,15,0,0,0
"Smt3h1.ps",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Smt3h2.ps",6,4,3,5,2,6,9,7,2,10,16,10,4,4,2,0,0,0
"Smt3h2.ps.1",0,1,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0
"Smt3h2.ps2",0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0
"Smt3h2.ps4",92,108,130,185,98,106,177,145,151,114,100,125,139,102,148,0,0,0
"Smt3h2.ps4.1",33,33,32,57,44,50,46,51,56,36,50,37,42,45,42,0,0,0
"Smtn",4972,4952,5065,1260,1606,1787,1653,1844,1780,2467,2675,2967,4984,5522,5481,405,278,617
"Smtnl1",0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"Smtnl2",67,74,66,0,7,10,27,29,25,77,84,57,67,71,95,181,80,95
"Smu1",2280,2288,2300,3510,3292,3369,4316,4400,4458,2563,2697,2589,2897,2444,2749,1842,1258,2141
"Smug1",204,163,171,425,382,313,258,263,210,336,262,240,279,242,234,233,162,273
"Smurf1",1110,1059,1233,603,529,557,585,604,723,1121,1104,1367,881,1036,1188,2165,1400,2147
"Smurf2",353,502,101,731,822,982,633,396,533,470,1585,338,211,485,222,841,931,1763
"Smyd1",0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
"Smyd2",110,64,45,1407,1516,1472,1677,1795,1857,677,679,357,345,282,131,402,238,442
"Smyd3",358,424,425,788,947,827,888,999,991,412,431,356,591,635,394,458,254,529
"Smyd4",277,271,226,523,481,506,442,522,440,395,253,348,348,312,348,225,116,265
