"","SEDM_2P_1","SEDM_2P_2","SEDM_2P_3","SEEM_2P_1","SEEM_2P_2","SEEM_2P_3","SEEM_4P_1","SEEM_4P_2","SEEM_4P_3","PERKi_1","PERKi_2","PERKi_3","T_1","T_2","T_3","P1_dP_redoA_1","P2_dP_redoA_1","P3_dP_redoA_1"
"Slc14a2",59,51,29,105,73,68,0,0,0,78,34,72,4,6,11,23,40,73
"Slc15a1",0,7,0,18,0,9,0,0,0,0,0,0,0,0,0,0,0,0
"Slc15a2",576,318,360,1273,666,476,297,509,202,897,425,513,458,229,250,225,16,161
"Slc15a3",473,500,410,495,708,615,1737,1611,1329,1520,1745,2204,569,572,953,11509,6818,10486
"Slc15a4",1407,1402,1649,1323,1252,1077,1187,1153,1099,1305,1219,1557,1303,1065,1435,2661,1498,2407
"Slc15a5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Slc16a1",635,785,678,5371,4455,5452,8474,8912,9907,2918,2603,1900,1689,1177,869,1592,1011,1613
"Slc16a10",1217,1131,1020,3064,2996,2872,3404,3449,3639,2936,3087,2758,1455,1193,1492,5465,3556,5290
"Slc16a11",13,9,13,10,16,34,34,19,32,8,0,7,5,20,14,16,12,20
"Slc16a12",0,0,0,6,14,17,21,27,34,0,0,0,0,0,0,0,0,6
"Slc16a13",42,18,19,351,372,401,470,535,506,94,102,109,133,70,71,274,183,297
"Slc16a14",6,9,0,5,0,7,0,3,3,0,0,10,0,0,7,5,0,0
"Slc16a2",9,0,0,30,35,51,4,10,5,10,0,6,0,0,0,26,13,31
"Slc16a3",16460,17854,19264,4955,5191,5576,8661,8095,7412,16714,15356,19436,12338,10110,11537,28878,16987,26366
"Slc16a4",243,241,297,148,108,147,116,143,105,171,149,206,312,323,472,18,7,21
"Slc16a5",0,0,0,9,0,9,18,4,6,0,34,20,0,3,0,7,7,35
"Slc16a6",5216,5123,3983,5688,5861,5281,6011,6015,6172,9008,9052,6470,5095,4926,6142,2944,1868,3761
"Slc16a7",130,86,94,161,106,217,164,148,171,153,151,131,113,93,82,264,104,171
"Slc16a8",4,10,12,14,11,13,13,13,33,10,4,12,7,1,9,11,19,24
"Slc16a9",93,107,115,46,63,101,138,116,150,108,119,101,122,122,101,308,233,437
"Slc17a1",0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Slc17a2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Slc17a3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Slc17a4",0,14,5,66,48,54,3,0,0,5,0,0,0,0,3,0,3,0
"Slc17a5",612,578,657,589,648,526,565,601,558,489,572,542,692,545,624,1050,695,1035
"Slc17a6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Slc17a7",0,0,3,24,37,10,7,9,3,14,5,11,3,5,10,0,2,6
"Slc17a8",0,3,5,9,11,0,0,0,0,6,0,8,3,0,0,8,8,12
"Slc17a9",3685,3749,4066,1555,1740,1874,2030,1936,1915,3484,3216,4080,5803,3012,2542,1149,779,1316
"Slc17a9.1",11,12,14,8,20,14,14,18,20,30,21,18,13,10,16,0,0,0
"Slc18a1",0,15,0,9,9,10,14,3,9,29,14,11,0,0,0,11,11,19
"Slc18a2",1576,1574,1104,5826,5521,4084,2796,2355,2114,2273,2284,2142,2178,1832,1613,5525,2813,6271
"Slc18a3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"Slc18b1",15,8,7,117,122,72,30,28,38,81,58,37,7,10,6,44,20,38
"Slc18b1.1",0,3,0,1,0,0,0,0,0,0,18,0,0,0,0,0,0,0
"Slc19a1",214,142,142,2177,2127,2205,3230,3230,3665,1139,1333,742,584,415,219,641,303,925
"Slc19a2",404,473,418,1098,1053,898,760,896,886,986,919,631,419,374,420,527,315,609
"Slc19a3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Slc1a1",0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,6,8,0
"Slc1a2",0,6,0,0,0,0,6,3,3,43,28,28,10,16,32,298,222,261
"Slc1a3",6,0,0,0,0,0,0,0,0,6,16,0,0,0,0,0,0,3
"Slc1a4",188,147,109,471,470,393,586,634,811,816,641,391,109,52,67,171,93,169
"Slc1a5",2174,1917,1793,8505,8552,9396,12277,11562,12690,5164,4581,4338,3609,2890,2106,3937,2539,4911
"Slc1a6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Slc1a7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Slc20a1",3888,4195,4088,4717,4370,4647,3767,3961,4755,4737,4895,4764,3949,3326,4538,5702,3611,5582
"Slc20a2",504,413,481,1118,1268,1273,1720,1660,1630,774,694,589,1222,1061,722,491,332,547
"Slc22a1",0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"Slc22a12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Slc22a13",4,3,0,0,2,4,0,2,2,5,0,5,0,0,0,0,0,3
"Slc22a13b",13,0,11,7,6,8,16,8,4,8,0,6,10,19,13,14,8,11
"Slc22a14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Slc22a15",5137,5631,5917,826,1003,1280,964,906,1023,2416,2238,3196,4038,4216,5394,662,396,710
"Slc22a16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Slc22a17",56,62,72,64,111,77,56,42,45,106,108,82,31,23,12,131,87,144
"Slc22a18",32,20,24,215,180,125,48,45,30,69,39,62,48,19,14,78,47,85
"Slc22a19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Slc22a2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Slc22a20",63,121,81,3,0,0,0,0,0,51,26,52,43,47,48,29,16,21
"Slc22a20.1",147,108,154,4,6,6,0,8,0,88,38,110,72,97,91,53,44,35
"Slc22a21",75,58,54,122,119,140,133,116,112,71,55,96,122,88,54,87,37,94
"Slc22a22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Slc22a23",247,148,66,2665,2692,1613,112,65,78,1869,1817,795,69,49,37,270,198,330
"Slc22a26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Slc22a27",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Slc22a28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Slc22a29",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Slc22a3",180,113,71,3396,3018,2220,963,908,664,449,347,365,118,69,22,1350,570,1426
"Slc22a30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Slc22a4",1206,1597,1616,969,1118,1368,2190,2040,2017,1181,1147,1165,2002,1942,2177,1694,977,1606
"Slc22a5",286,389,314,643,562,613,642,644,649,406,405,352,437,324,361,415,213,435
"Slc22a6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Slc22a7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Slc22a8",0,0,0,0,3,12,0,0,0,8,0,6,3,0,3,0,0,0
"Slc23a1",19,23,17,14,8,23,15,10,25,60,44,43,21,24,29,22,15,25
"Slc23a2",963,1028,1060,1712,1602,1378,1746,1611,1603,1458,1566,1538,961,946,1307,3793,2170,3842
"Slc23a3",18,23,33,14,12,11,7,11,7,14,17,20,10,28,21,0,12,16
"Slc23a4",8,3,0,15,7,0,8,10,12,0,0,0,0,0,0,11,0,8
"Slc24a1",21,39,19,29,33,22,13,13,23,78,25,59,9,20,13,50,42,86
"Slc24a2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Slc24a3",47,49,19,288,303,232,329,326,270,102,115,89,253,171,131,794,511,1053
"Slc24a4",6,3,0,0,0,0,0,0,0,10,0,0,0,0,3,0,0,0
"Slc24a5",467,278,275,641,590,574,208,324,401,677,446,362,281,250,456,129,95,214
"Slc25a1",2320,2403,2335,6615,7543,6090,5893,5161,5251,5128,5525,3370,3260,3114,2102,4937,2618,4839
"Slc25a10",1534,1752,1869,2544,2784,2813,2583,2430,2538,1709,1457,1510,2587,2237,2236,1116,677,1275
"Slc25a11",4629,4587,4771,5727,5880,5210,4476,4371,4350,4745,4869,5108,5563,4984,5120,6564,4031,6536
"Slc25a12",2503,2646,2394,4785,5056,5586,5917,6273,6481,3706,3421,3561,3256,3087,2888,2245,1515,2421
"Slc25a13",121,118,88,978,922,1054,1709,1683,1889,321,366,277,312,176,152,230,129,215
"Slc25a14",66,64,74,153,153,136,186,170,160,120,137,137,116,88,82,119,59,117
"Slc25a15",114,145,123,675,618,583,786,811,852,499,519,378,290,210,189,550,296,484
"Slc25a16",1063,1069,1161,1383,1215,1200,1343,1379,1526,1233,1162,1119,1436,1205,1354,1410,925,1511
"Slc25a17",1212,1191,1151,2330,2237,1977,2179,2056,2187,1427,1306,1246,1939,1653,1527,1076,708,1176
"Slc25a18",64,67,81,36,38,34,22,28,30,47,55,44,48,39,59,25,37,25
"Slc25a19",1323,1406,1338,1692,1957,2379,1705,1450,1506,2173,2094,2102,887,918,789,1212,1032,1518
"Slc25a2",26,9,11,13,17,14,7,11,12,16,15,9,12,17,19,7,0,13
"Slc25a20",1579,1724,1513,1570,1621,1617,1200,1310,1167,1527,1521,1562,1450,1285,1345,1206,842,1281
"Slc25a21",34,25,0,289,235,92,0,6,0,335,319,174,33,5,0,22,11,44
"Slc25a22",470,464,433,2027,2175,1991,1866,1794,1887,1127,1039,953,752,729,556,1301,779,1459
"Slc25a23",668,691,556,1852,2102,1561,1065,865,792,857,919,660,603,593,376,1346,603,1475
"Slc25a24",6399,7419,7222,1374,1377,1651,1343,1629,1639,3452,3042,4050,4337,4411,6199,2431,1519,2387
"Slc25a25",770,744,738,681,801,836,1133,1116,1124,691,638,686,835,635,863,643,473,753
"Slc25a26",36,22,43,244,263,269,402,363,293,129,157,117,144,137,85,98,66,125
"Slc25a27",139,88,118,149,158,125,201,180,170,95,96,106,166,159,149,187,79,139
"Slc25a28",2603,2626,3101,1981,2241,2039,2034,2035,1877,1697,1719,1811,2395,2415,2725,2257,1222,2083
"Slc25a29",246,245,266,76,99,134,108,126,127,77,73,92,380,320,270,43,31,34
"Slc25a3",6458,6582,6779,17544,16644,16620,19109,18680,19291,11050,11218,9349,9135,7508,6947,11903,7013,11815
"Slc25a30",843,1077,1066,1468,1506,1437,1421,1349,1496,711,608,714,1047,895,891,852,456,909
"Slc25a31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Slc25a32",268,192,227,809,708,688,910,989,1076,665,475,511,331,289,314,392,316,497
"Slc25a33",73,48,58,322,268,345,779,776,847,218,194,217,140,105,95,513,368,536
"Slc25a33.1",8,10,27,5,17,13,10,16,12,6,27,11,5,20,10,0,0,0
"Slc25a34",0,0,8,6,0,8,4,7,7,0,0,3,3,0,6,5,8,0
"Slc25a35",185,150,179,1157,1333,827,324,260,338,579,491,358,188,174,116,388,237,454
"Slc25a36",4613,4637,5182,3777,3822,2912,2792,2597,2583,3196,2868,3246,4192,3632,4489,4259,2315,4067
"Slc25a37",8384,8583,9264,6239,6913,7322,10916,10061,9313,10637,9959,9560,10882,10355,9636,19919,11737,19214
"Slc25a38",690,573,719,1817,1814,1326,835,695,687,1672,1529,1196,753,687,487,52,11,68
"Slc25a38.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,814,567,991
"Slc25a39",3818,4114,4076,6736,7513,7404,9010,8094,8677,4936,5226,4121,5298,4638,3792,7448,4231,7120
"Slc25a4",583,702,482,2173,2094,2397,3665,3725,3837,1811,1790,1591,631,534,606,2429,1488,2462
"Slc25a40",786,662,702,578,542,416,417,409,421,605,527,571,669,560,711,417,243,418
"Slc25a41",0,0,0,14,22,5,0,6,0,0,0,0,0,0,0,0,0,0
"Slc25a42",229,181,216,551,546,334,159,153,115,581,681,341,192,229,148,170,131,202
"Slc25a43",0,15,10,67,56,49,81,96,63,49,87,37,19,12,11,134,48,132
"Slc25a44",1823,1867,1694,2122,2219,2297,2005,2117,2054,2071,1880,1884,1705,1681,1596,2153,1185,2081
"Slc25a45",1949,1894,1780,1440,1602,1530,1823,1789,1589,1958,1904,2106,1654,1621,1624,2265,1374,2334
"Slc25a46",1339,1373,1462,2284,2212,2175,2325,2404,2240,2004,1744,1792,1676,1367,1679,1607,1066,1922
"Slc25a47",7,28,20,55,41,84,68,60,94,25,39,28,56,37,16,19,8,15
"Slc25a48",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Slc25a5",5201,5926,5433,18116,16320,16221,22565,22621,22916,11108,10783,9523,7232,5439,5588,8931,5744,9740
"Slc25a5.ps",0,0,0,4,2,5,4,4,3,0,2,0,0,0,0,0,0,0
"Slc25a51",1787,2013,2006,4469,4008,2941,2650,2502,2326,2882,2569,2305,2362,2125,2168,2121,1233,2185
"Slc25a53",89,98,98,120,130,110,112,120,82,143,156,163,78,89,106,114,73,113
"Slc25a54",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"Slc26a1",16,18,9,159,116,37,24,22,13,164,142,74,24,15,8,23,10,28
"Slc26a10",158,130,240,406,225,310,638,543,413,143,47,123,362,149,261,137,43,336
"Slc26a11",135,149,130,52,48,56,67,61,67,162,105,215,98,80,79,471,222,411
"Slc26a2",285,211,212,1216,1199,1032,1144,1153,1220,798,698,947,342,372,438,1271,766,1199
"Slc26a3",6,0,0,0,0,0,3,0,0,0,0,0,0,0,2,12,9,31
"Slc26a4",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
"Slc26a5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Slc26a6",79,91,111,225,206,292,251,240,189,120,103,112,318,299,216,245,145,249
"Slc26a7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Slc26a8",237,353,301,97,103,79,85,70,63,102,124,132,319,306,321,98,36,96
"Slc26a9",67,28,33,40,42,82,40,46,82,28,38,52,30,33,22,28,10,30
"Slc27a1",281,255,225,722,814,515,830,644,644,579,476,637,620,510,520,3843,2209,3316
"Slc27a2",7,9,10,0,0,10,5,6,10,0,15,0,6,0,5,0,0,0
"Slc27a3",95,101,108,100,50,63,76,43,84,89,74,76,83,116,51,58,14,71
"Slc27a4",9752,10603,10791,1688,1882,1799,1670,1543,1519,6089,6066,7165,6796,7453,8445,4945,2831,5226
"Slc27a5",5,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,0
"Slc27a6",0,10,11,19,45,36,0,0,0,0,25,19,7,5,9,17,12,23
"Slc28a1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Slc28a2",2988,2707,2779,1643,2046,2664,3538,3334,3262,901,805,1485,5080,4354,3445,632,505,849
"Slc28a2b",362,332,287,180,271,314,410,395,389,133,139,169,627,566,363,86,60,113
"Slc28a3",50,41,20,3,3,10,0,9,3,34,32,9,27,38,43,21,4,10
"Slc29a1",1112,892,958,3576,3677,3318,3847,3589,3900,3482,3013,2023,1824,1371,1204,3670,2182,3216
"Slc29a2",31,15,18,222,235,255,438,379,449,146,186,106,68,76,24,147,71,127
"Slc29a3",1596,1734,1514,1920,2093,2152,2028,2015,1933,1973,2048,2135,1406,1361,1409,2963,1675,2609
"Slc29a4",35,28,15,7,0,3,0,8,0,13,0,10,8,3,13,0,0,11
"Slc2a1",5882,7087,6980,1686,2004,2390,4635,4308,4352,6203,6663,7448,5490,5279,6635,17511,10575,16512
"Slc2a10",0,6,5,14,6,0,8,0,7,0,0,0,10,8,13,13,6,0
"Slc2a12",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Slc2a13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"Slc2a2",0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0
"Slc2a3",43382,52119,56975,4003,3706,2953,1722,1426,1569,12981,10488,16140,21876,21261,28292,10243,5177,10548
"Slc2a4",0,0,5,13,12,0,0,0,0,0,0,0,0,0,0,0,0,0
"Slc2a4rg.ps",100,5,53,0,0,105,9,1,0,0,8,45,50,32,17,315,211,392
"Slc2a5",0,0,0,0,0,0,5,0,0,0,0,5,5,0,8,0,0,4
"Slc2a6",864,941,970,957,1015,1043,2662,2556,2197,1536,1951,2197,496,491,641,7350,4780,6770
"Slc2a7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Slc2a8",375,411,546,1007,973,795,603,529,508,435,518,381,521,538,385,437,257,454
"Slc2a9",775,805,786,371,349,331,230,250,269,340,433,388,814,721,775,603,337,676
"Slc30a1",457,526,452,423,448,416,365,378,420,486,379,456,340,369,349,568,360,535
"Slc30a10",3,0,0,0,0,0,0,0,0,88,75,30,3,0,0,3,0,8
"Slc30a2",15,5,6,61,59,38,131,155,127,13,17,19,145,113,73,298,141,311
"Slc30a3",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"Slc30a4",109,115,81,172,134,268,487,474,599,169,155,222,57,33,70,132,134,203
"Slc30a5",1542,1532,1674,3644,3086,3369,4472,4418,4487,2316,2116,2135,2308,1865,1924,2129,1293,2297
"Slc30a6",556,597,611,881,862,775,1083,1095,1202,679,663,698,622,589,626,796,445,854
"Slc30a7",1789,1852,1950,2177,2305,2220,2741,2743,2665,1743,1677,1873,2107,1886,1966,2350,1524,2540
"Slc30a8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Slc30a9",2464,2593,2866,1829,1675,1798,2246,2134,2245,2322,2038,2275,2222,2041,2255,2453,1491,2345
"Slc31a1",4467,5243,4881,2471,2577,2738,3623,3521,3657,2618,2372,3035,3463,3382,4035,4789,3232,4709
"Slc31a2",2195,2020,2116,337,453,431,695,649,615,2167,1718,2751,1877,1649,2557,3239,2035,2971
"Slc32a1",915,913,1002,65,81,89,75,87,71,570,418,818,708,587,538,1298,822,1205
"Slc33a1",463,510,431,1356,1138,1242,1662,1728,1776,750,1002,874,820,559,439,895,631,1142
"Slc34a1",12,14,9,0,5,4,3,0,0,0,0,7,0,0,8,0,0,0
"Slc34a2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"Slc34a3",2,3,0,17,14,10,3,11,0,14,23,0,2,0,0,3,8,0
"Slc34a3.1",10,0,0,9,12,0,0,0,0,21,51,18,0,0,4,0,0,0
"Slc35a1",287,180,205,651,518,479,449,484,464,406,410,452,308,227,185,442,355,499
"Slc35a2",724,845,848,1186,1235,1048,1261,1104,1019,896,756,803,1056,896,682,908,562,921
"Slc35a3",2581,2297,2578,2828,2372,2486,3120,3039,3254,2263,2094,2422,2758,2691,3383,1547,970,1795
"Slc35a4",2312,2367,2312,6907,7172,6981,8244,7874,8023,4807,4944,3877,3883,3163,2839,3930,2135,4394
"Slc35a5",1856,1797,1832,628,545,493,576,603,494,1220,1171,1568,1410,1144,1796,1303,877,1246
"Slc35b1",610,690,657,2278,2077,2414,3151,3164,3084,1425,1351,1613,1109,904,789,2012,1293,2250
"Slc35b2",1963,1954,2175,2756,3077,3079,3242,3268,3084,2040,1998,2151,2694,2370,1923,3026,1649,2963
"Slc35b3",545,619,618,718,729,599,557,550,513,737,568,770,673,450,612,737,478,786
"Slc35b4",1083,950,897,2611,2524,2508,3350,3288,3050,1925,1864,2043,1468,1423,1434,2058,1149,2226
"Slc35c1",3255,3188,3141,6537,7396,7689,7939,7846,7876,3919,3912,3718,5312,5024,4104,5592,2835,5603
"Slc35c2",2348,2835,3377,2068,3043,2851,3837,3031,5215,2379,1803,2782,3379,3683,2780,3476,1860,3759
"Slc35d1",173,179,99,609,554,438,787,795,771,493,421,353,386,296,210,904,423,954
"Slc35d2",1099,1301,1352,286,338,314,245,199,230,702,538,762,939,844,1121,543,367,509
"Slc35d3",449,315,226,755,728,677,44,56,42,361,213,248,42,61,40,128,86,364
"Slc35e1",7063,7209,7101,4057,4653,4816,4704,4646,4797,6218,5675,7135,6736,6708,8058,4807,2923,4808
"Slc35e2",799,878,743,2192,1956,1379,1011,990,898,1375,1352,1174,817,844,854,795,446,791
"Slc35e3",153,181,159,418,353,394,443,430,396,361,322,282,332,259,266,310,215,411
"Slc35e4",64,49,44,318,267,344,512,601,644,137,117,166,102,111,60,422,212,408
"Slc35f1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Slc35f2",35,21,31,160,139,135,79,98,132,73,29,58,6,0,0,20,15,12
"Slc35f3",5,2,3,0,0,3,3,0,3,0,0,0,10,4,0,0,0,0
"Slc35f3.1",218,214,188,527,506,523,599,442,584,342,413,220,251,239,122,231,104,239
"Slc35f4",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
"Slc35f5",509,667,703,463,571,488,666,556,551,510,526,588,598,573,619,905,545,897
"Slc35f6",763,752,688,723,853,773,788,851,832,974,903,1092,684,615,867,2147,1323,2018
"Slc35g1",104,107,81,833,653,693,830,871,929,442,388,325,178,124,156,213,117,360
"Slc35g2",86,67,71,16,16,11,25,41,17,53,48,46,56,62,82,38,23,22
"Slc35g2.1",22,17,9,5,3,6,5,4,4,7,16,13,10,15,21,0,0,0
"Slc35g2.2",29,39,36,5,2,8,4,0,5,21,57,34,43,29,17,0,0,0
"Slc35g2.3",32,27,23,8,5,5,3,7,0,29,2,27,24,26,20,0,0,0
"Slc35g3",0,0,0,6,4,0,7,10,6,8,0,3,0,6,4,4,5,5
"Slc36a1",3150,3101,3418,2802,3279,3718,4550,4095,3777,2326,2519,2894,3932,3494,2789,3167,1773,2933
"Slc36a1os",0,0,0,3,4,0,5,0,0,0,0,0,0,0,0,6,0,5
"Slc36a2",0,12,5,29,37,55,26,32,42,4,26,16,32,18,16,58,32,73
"Slc36a3",0,5,10,13,10,18,12,13,12,0,0,9,0,6,5,18,0,23
"Slc36a3os",0,15,0,5,10,6,0,0,4,0,0,3,0,0,0,12,7,6
"Slc36a4",961,928,878,1198,1169,1308,1279,1246,1298,998,827,1163,2025,1663,1697,2121,1211,1841
"Slc37a1",1312,1091,1394,1315,1368,1310,1238,1190,1252,978,813,1136,1378,1130,1226,799,365,689
"Slc37a1.1",39,31,25,24,5,19,16,16,38,40,27,49,39,38,32,14,15,10
"Slc37a2",112,196,162,71,75,44,96,65,122,259,248,373,138,120,177,958,595,1068
"Slc37a3",109,92,106,211,202,110,79,82,91,176,202,209,63,66,115,812,458,742
"Slc37a3.1",0,0,0,4,3,6,17,6,18,0,2,0,0,0,3,0,0,0
"Slc37a4",818,842,875,1336,1294,1216,1669,1342,1440,1049,1173,1045,1225,957,793,1260,799,1218
"Slc38a1",4194,3943,3878,10082,10150,10864,12969,13878,13979,5606,5599,4841,4209,4198,3827,4593,2816,5297
"Slc38a10",4930,5114,4981,7966,8503,8692,8971,9193,9129,6459,6632,5884,5902,5593,4629,6867,4236,8161
"Slc38a11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"Slc38a2",6480,6472,6782,8725,8439,8653,10494,10143,9695,7451,7205,7733,6878,6354,7221,6549,3967,7025
"Slc38a3",0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Slc38a4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Slc38a5",68,38,9,1376,1396,826,17,0,0,1494,1381,595,59,12,14,155,99,268
"Slc38a6",579,635,679,626,563,537,331,277,329,857,908,913,576,527,757,2721,1469,1984
"Slc38a7",343,346,265,785,806,762,738,813,749,728,767,729,213,245,257,2340,1305,1850
"Slc38a8",0,0,4,2,0,0,0,0,0,3,0,0,0,8,0,0,0,0
"Slc38a9",1210,1084,1133,1749,1719,1139,712,622,684,1175,1045,1229,1008,918,1329,1372,813,1311
"Slc39a1",1658,1680,1525,3439,3516,3109,3146,3192,3007,2446,2493,2361,1729,1575,1589,6240,3607,5687
"Slc39a1.ps",35,35,39,76,108,101,95,76,89,63,57,65,51,37,28,0,0,0
"Slc39a10",262,148,195,929,845,788,867,882,1017,582,608,349,193,158,218,396,226,356
"Slc39a10.1",3,3,5,2,8,0,2,0,6,0,26,3,0,3,2,0,0,0
"Slc39a11",2374,2447,2690,2092,2181,2347,2424,2647,2422,1697,1727,1846,4186,3472,2715,943,648,1071
"Slc39a12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Slc39a13",613,635,745,942,1076,1095,901,802,761,954,746,819,740,745,626,1327,842,1394
"Slc39a14",226,185,131,377,372,358,609,621,637,541,574,477,109,113,181,632,532,754
"Slc39a2",0,0,0,8,4,5,8,8,15,7,0,8,0,0,5,5,6,0
"Slc39a3",687,685,767,874,848,784,579,506,590,1027,893,819,675,691,678,765,423,860
"Slc39a4",1492,1597,1742,1320,1493,1426,2061,1986,1815,2471,2380,2755,1211,1196,1583,9206,4990,7417
"Slc39a5",5,0,5,16,0,0,0,0,17,0,0,0,0,15,5,0,0,0
"Slc39a6",512,544,527,1316,1323,1669,2169,2688,2908,971,937,815,548,524,662,1134,792,1376
"Slc39a7",605,795,722,1433,1597,1578,4248,2757,3713,1293,896,1178,933,951,710,1233,988,1944
"Slc39a8",197,136,113,706,816,606,523,588,630,917,865,426,126,156,82,153,98,208
"Slc39a9",1518,1378,1595,2816,2522,2658,2881,2928,2822,2123,1964,1896,1927,1842,1744,1752,979,2083
"Slc3a1",7,0,0,0,0,0,0,0,0,10,12,7,0,8,6,0,0,5
"Slc3a2",3983,4018,3592,7159,7902,9037,11983,11928,13276,9497,9079,8974,4257,3549,3693,18655,11824,20349
"Slc3a2.1",0,6,1,0,0,3,3,5,9,2,18,6,2,5,0,0,0,0
"Slc40a1",6995,7249,8191,2401,2246,1918,1152,1093,1123,4742,3988,5273,9547,8292,10807,1953,1131,2014
"Slc41a1",809,894,918,1235,1287,1273,1192,1057,1022,832,681,687,796,837,670,1091,663,1095
"Slc41a2",5,7,0,14,7,6,22,17,12,19,20,34,42,19,25,164,108,201
"Slc41a3",631,532,582,1688,1548,971,285,341,278,1301,1182,858,606,502,518,1455,720,1540
"Slc41a3.1",7,5,0,86,98,47,8,7,5,33,59,9,0,6,0,0,0,0
"Slc43a1",139,97,67,2724,2518,1557,518,494,466,1860,1891,875,115,114,48,294,189,388
"Slc43a2",2077,2049,2166,2039,2279,2497,3662,3790,3668,3750,3937,4469,2136,2233,2743,12834,7560,11622
"Slc43a3",6589,6004,5997,11610,12343,11386,9373,8886,9189,7364,6959,6355,8568,8034,7234,2181,1186,2779
"Slc44a1",654,726,479,865,834,640,276,182,205,1551,1158,1426,328,250,376,2271,1597,2474
"Slc44a2",8879,8911,9091,7641,8518,9336,10566,10069,10241,6639,6590,7507,7503,7058,7668,9771,5673,10062
"Slc44a3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Slc44a4",86,59,69,104,126,171,193,149,204,55,17,50,120,104,48,13,9,14
"Slc44a5",0,3,3,46,22,45,0,0,0,1,0,1,0,0,0,3,0,2
"Slc45a1",0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"Slc45a2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Slc45a3",274,171,89,4058,3894,2362,1470,1300,903,1006,858,702,361,338,79,1698,620,1727
"Slc45a4",1962,1954,2165,5747,5987,5135,3994,3538,3442,2825,2665,2447,2393,2133,2001,2112,1371,2104
"Slc46a1",2,0,7,137,134,173,210,190,174,90,80,42,72,62,30,93,36,46
"Slc46a2",0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
